symbol,entry_time,exit_time,direction,entry_price,exit_price,quantity,pnl,exit_reason
RELIANCE-EQ,2024-11-13 15:00:00+05:30,2024-11-13 15:05:00+05:30,SHORT,1250.0,1251.9,526,-999.4000000000478,Stop Loss
RELIANCE-EQ,2024-11-19 14:50:00+05:30,2024-11-19 15:10:00+05:30,SHORT,1254.6,1238.6,123,1968.0,Take Profit
RELIANCE-EQ,2024-11-29 13:25:00+05:30,2024-11-29 13:30:00+05:30,LONG,1296.5,1297.5,2019,2019.0,Take Profit
TCS-EQ,2024-11-19 15:00:00+05:30,2024-11-19 15:10:00+05:30,SHORT,4044.8,4030.9,40,556.0000000000036,End of Day
TCS-EQ,2024-11-21 13:40:00+05:30,2024-11-21 13:45:00+05:30,SHORT,4031.6,4034.4,369,-1033.2000000000671,Stop Loss
TCS-EQ,2024-11-22 14:25:00+05:30,2024-11-22 14:30:00+05:30,LONG,4217.15,4213.75,301,-1023.3999999998905,Stop Loss
HDFCBANK-EQ,2024-11-12 12:40:00+05:30,2024-11-12 13:15:00+05:30,SHORT,864.65,857.85,298,2026.3999999999864,Take Profit
HDFCBANK-EQ,2024-11-12 13:20:00+05:30,2024-11-12 13:25:00+05:30,SHORT,860.98,861.25,3833,-1034.9099999999303,Stop Loss
HDFCBANK-EQ,2024-11-12 13:30:00+05:30,2024-11-12 13:45:00+05:30,SHORT,860.2,861.45,819,-1023.75,Stop Loss
HDFCBANK-EQ,2024-11-12 13:50:00+05:30,2024-11-12 13:55:00+05:30,SHORT,861.05,861.38,3074,-1014.4200000001258,Stop Loss
HDFCBANK-EQ,2024-11-12 14:00:00+05:30,2024-11-12 14:05:00+05:30,SHORT,860.88,861.35,2137,-1004.3900000000583,Stop Loss
HDFCBANK-EQ,2024-11-12 14:10:00+05:30,2024-11-12 14:25:00+05:30,SHORT,860.93,858.8299999999998,947,1988.7000000001292,Take Profit
HDFCBANK-EQ,2024-11-12 14:30:00+05:30,2024-11-12 15:10:00+05:30,SHORT,859.15,857.73,563,799.459999999977,End of Day
HDFCBANK-EQ,2024-11-13 12:30:00+05:30,2024-11-13 12:35:00+05:30,SHORT,853.33,853.63,3407,-1022.0999999998451,Stop Loss
HDFCBANK-EQ,2024-11-13 12:55:00+05:30,2024-11-13 13:05:00+05:30,SHORT,852.0,851.04,2108,2023.6800000000767,Take Profit
HDFCBANK-EQ,2024-11-13 13:15:00+05:30,2024-11-13 13:20:00+05:30,SHORT,851.48,851.8,3225,-1031.9999999997947,Stop Loss
HDFCBANK-EQ,2024-11-13 13:25:00+05:30,2024-11-13 13:30:00+05:30,SHORT,851.43,852.25,1246,-1021.7200000000623,Stop Loss
HDFCBANK-EQ,2024-11-13 13:40:00+05:30,2024-11-13 13:45:00+05:30,SHORT,852.35,852.5,6744,-1011.5999999998467,Stop Loss
HDFCBANK-EQ,2024-11-13 13:50:00+05:30,2024-11-13 13:55:00+05:30,SHORT,853.88,854.4,1926,-1001.519999999965,Stop Loss
HDFCBANK-EQ,2024-11-13 14:20:00+05:30,2024-11-13 14:30:00+05:30,SHORT,848.55,845.5899999999999,669,1980.2400000000243,Take Profit
HDFCBANK-EQ,2024-11-13 14:35:00+05:30,2024-11-13 14:40:00+05:30,SHORT,845.5,844.9000000000001,3371,2022.5999999996934,Take Profit
HDFCBANK-EQ,2024-11-13 14:50:00+05:30,2024-11-13 14:55:00+05:30,SHORT,843.8,843.95,6877,-1031.5500000006255,Stop Loss
HDFCBANK-EQ,2024-11-13 15:00:00+05:30,2024-11-13 15:10:00+05:30,SHORT,837.1,841.25,246,-1020.8999999999944,Stop Loss
HDFCBANK-EQ,2024-11-18 15:05:00+05:30,2024-11-18 15:10:00+05:30,SHORT,852.18,853.0,1233,-1011.0600000000617,Stop Loss
HDFCBANK-EQ,2024-11-19 12:30:00+05:30,2024-11-19 12:40:00+05:30,LONG,872.83,872.08,1334,-1000.5,Stop Loss
HDFCBANK-EQ,2024-11-19 12:45:00+05:30,2024-11-19 13:05:00+05:30,LONG,873.28,875.5799999999999,861,1980.2999999999608,Take Profit
HDFCBANK-EQ,2024-11-19 13:25:00+05:30,2024-11-19 13:30:00+05:30,LONG,874.78,875.04,7775,2021.4999999999293,Take Profit
HDFCBANK-EQ,2024-11-19 13:35:00+05:30,2024-11-19 13:50:00+05:30,LONG,874.55,874.1,2291,-1030.9499999998438,Stop Loss
