symbol,entry_time,exit_time,entry_price,exit_price,quantity,pattern,pnl,pnl_pct,exit_reason
HINDUNILVR-EQ,2025-12-12 10:00:00+05:30,2025-12-12 10:00:00+05:30,2265.6,2265.6,25,Rising Wedge,-113.27999999999884,-0.19980019980019775,stop_loss
ITC-EQ,2025-12-12 10:00:00+05:30,2025-12-12 10:00:00+05:30,401.75,401.75,100,Rising Wedge,-80.35000000000582,-0.19980019980021424,stop_loss
ASIANPAINT-EQ,2025-12-12 09:15:00+05:30,2025-12-12 10:00:00+05:30,2789.6,2772.6,100,Falling Wedge,-2256.2200000000303,-0.8079889711664984,stop_loss
HCLTECH-EQ,2025-12-12 10:00:00+05:30,2025-12-12 10:00:00+05:30,1662.5,1662.5,100,Rising Wedge,-332.5,-0.1998001998001998,stop_loss
WIPRO-EQ,2025-12-12 10:00:00+05:30,2025-12-12 10:00:00+05:30,258.16,258.16,100,Symmetrical Triangle,-51.63199999999779,-0.1998001998001912,stop_loss
TITAN-EQ,2025-12-12 10:00:00+05:30,2025-12-12 10:00:00+05:30,3863.0,3863.0,100,Rising Wedge,-772.5999999999767,-0.19980019980019378,stop_loss
SUNPHARMA-EQ,2025-12-12 10:00:00+05:30,2025-12-12 10:00:00+05:30,1801.0,1801.0,100,Rising Wedge,-360.20000000001164,-0.19980019980020627,stop_loss
ONGC-EQ,2025-12-12 10:00:00+05:30,2025-12-12 10:00:00+05:30,237.56,237.56,100,Double Top,-47.512000000002445,-0.19980019980021008,stop_loss
TATAMOTORS-EQ,2025-12-12 10:00:00+05:30,2025-12-12 10:00:00+05:30,346.1,346.1,100,Rising Wedge,-69.22000000000116,-0.19980019980020314,stop_loss
COALINDIA-EQ,2025-12-12 10:00:00+05:30,2025-12-12 10:00:00+05:30,385.15,385.15,100,Rising Wedge,-77.02999999999884,-0.19980019980019675,stop_loss
DRREDDY-EQ,2025-12-12 10:00:00+05:30,2025-12-12 10:00:00+05:30,1271.4,1271.4,100,Rising Wedge,-254.27999999999884,-0.19980019980019884,stop_loss
TECHM-EQ,2025-12-12 10:00:00+05:30,2025-12-12 10:00:00+05:30,1564.8,1564.8,100,Rising Wedge,-312.96000000002095,-0.19980019980021316,stop_loss
TATACONSUM-EQ,2025-12-12 10:00:00+05:30,2025-12-12 10:00:00+05:30,1142.5,1142.5,100,Rising Wedge,-228.5,-0.1998001998001998,stop_loss
APOLLOHOSP-EQ,2025-12-12 10:00:00+05:30,2025-12-12 10:00:00+05:30,7050.0,7050.0,50,Falling Wedge,-705.0,-0.1998001998001998,target
RELIANCE-EQ,2025-12-12 10:15:00+05:30,2025-12-12 10:15:00+05:30,1549.3,1549.3,100,Rising Wedge,-309.85999999998603,-0.19980019980019081,stop_loss
HDFCBANK-EQ,2025-12-12 10:15:00+05:30,2025-12-12 10:15:00+05:30,999.7,999.7,100,Rising Wedge,-199.94000000000233,-0.19980019980020214,stop_loss
HINDUNILVR-EQ,2025-12-12 10:15:00+05:30,2025-12-12 10:15:00+05:30,2253.4,2253.4,65,Rising Wedge,-292.9419999999809,-0.1998001998001868,stop_loss
HCLTECH-EQ,2025-12-12 10:15:00+05:30,2025-12-12 10:15:00+05:30,1663.9,1663.9,100,Rising Wedge,-332.78000000002794,-0.19980019980021654,stop_loss
SUNPHARMA-EQ,2025-12-12 10:15:00+05:30,2025-12-12 10:15:00+05:30,1799.1,1799.1,100,Rising Wedge,-359.820000000007,-0.19980019980020366,stop_loss
ONGC-EQ,2025-12-12 10:15:00+05:30,2025-12-12 10:15:00+05:30,237.48,237.48,100,Double Top,-47.495999999999185,-0.19980019980019637,stop_loss
TATAMOTORS-EQ,2025-12-12 10:15:00+05:30,2025-12-12 10:15:00+05:30,346.35,346.35,100,Rising Wedge,-69.27000000000407,-0.19980019980021155,stop_loss
COALINDIA-EQ,2025-12-12 10:15:00+05:30,2025-12-12 10:15:00+05:30,384.65,384.65,100,Rising Wedge,-76.92999999999302,-0.19980019980018168,stop_loss
DRREDDY-EQ,2025-12-12 10:15:00+05:30,2025-12-12 10:15:00+05:30,1270.0,1270.0,100,Rising Wedge,-254.0,-0.1998001998001998,stop_loss
CIPLA-EQ,2025-12-12 10:15:00+05:30,2025-12-12 10:15:00+05:30,1512.1,1512.1,100,Rising Wedge,-302.4199999999837,-0.19980019980018904,stop_loss
DIVISLAB-EQ,2025-12-12 10:15:00+05:30,2025-12-12 10:15:00+05:30,6448.5,6448.5,41,Rising Wedge,-528.7770000000019,-0.1998001998002005,stop_loss
TATACONSUM-EQ,2025-12-12 10:15:00+05:30,2025-12-12 10:15:00+05:30,1141.5,1141.5,100,Symmetrical Triangle,-228.29999999998836,-0.19980019980018962,stop_loss
APOLLOHOSP-EQ,2025-12-12 10:15:00+05:30,2025-12-12 10:15:00+05:30,7054.0,7054.0,34,Falling Wedge,-479.6720000000205,-0.19980019980020836,target
UPL-EQ,2025-12-12 10:15:00+05:30,2025-12-12 10:15:00+05:30,748.65,748.65,100,Rising Wedge,-149.73000000001048,-0.19980019980021377,stop_loss
RELIANCE-EQ,2025-12-12 10:30:00+05:30,2025-12-12 10:30:00+05:30,1548.0,1548.0,100,Rising Wedge,-309.5999999999767,-0.1998001998001848,stop_loss
HDFCBANK-EQ,2025-12-12 10:30:00+05:30,2025-12-12 10:30:00+05:30,999.1,999.1,100,Rising Wedge,-199.82000000000698,-0.19980019980020677,stop_loss
HINDUNILVR-EQ,2025-12-12 10:30:00+05:30,2025-12-12 10:30:00+05:30,2265.0,2265.0,59,Rising Wedge,-267.2700000000186,-0.1998001998002137,stop_loss
BAJFINANCE-EQ,2025-12-12 10:15:00+05:30,2025-12-12 10:30:00+05:30,1016.5,1018.4,100,Symmetrical Triangle,-13.489999999990687,-0.01325777026710691,target
HCLTECH-EQ,2025-12-12 10:30:00+05:30,2025-12-12 10:30:00+05:30,1664.1,1664.1,100,Rising Wedge,-332.820000000007,-0.199800199800204,stop_loss
SUNPHARMA-EQ,2025-12-12 10:30:00+05:30,2025-12-12 10:30:00+05:30,1798.7,1798.7,100,Rising Wedge,-359.7399999999907,-0.19980019980019464,stop_loss
ONGC-EQ,2025-12-12 10:30:00+05:30,2025-12-12 10:30:00+05:30,237.21,237.21,100,Double Top,-47.442000000002736,-0.1998001998002113,stop_loss
POWERGRID-EQ,2025-12-12 09:15:00+05:30,2025-12-12 10:30:00+05:30,266.0,264.6,100,Symmetrical Triangle,-193.05999999999403,-0.7250644092749132,stop_loss
DRREDDY-EQ,2025-12-12 10:30:00+05:30,2025-12-12 10:30:00+05:30,1270.2,1270.2,100,Rising Wedge,-254.04000000000815,-0.19980019980020622,stop_loss
APOLLOHOSP-EQ,2025-12-12 10:30:00+05:30,2025-12-12 10:30:00+05:30,7064.0,7064.0,43,Falling Wedge,-607.5039999999572,-0.1998001998001857,target
UPL-EQ,2025-12-12 10:30:00+05:30,2025-12-12 10:30:00+05:30,748.65,748.65,100,Rising Wedge,-149.73000000001048,-0.19980019980021377,stop_loss
BAJFINANCE-EQ,2025-12-12 10:45:00+05:30,2025-12-12 10:45:00+05:30,1018.5,1018.5,100,Symmetrical Triangle,-203.70000000001164,-0.19980019980021121,target
SUNPHARMA-EQ,2025-12-12 10:45:00+05:30,2025-12-12 10:45:00+05:30,1794.7,1794.7,100,Rising Wedge,-358.9400000000023,-0.1998001998002011,stop_loss
ONGC-EQ,2025-12-12 10:45:00+05:30,2025-12-12 10:45:00+05:30,237.12,237.12,100,Double Top,-47.42399999999907,-0.1998001998001959,stop_loss
TATAMOTORS-EQ,2025-12-12 10:45:00+05:30,2025-12-12 10:45:00+05:30,345.5,345.5,100,Rising Wedge,-69.10000000000582,-0.19980019980021663,stop_loss
CIPLA-EQ,2025-12-12 10:45:00+05:30,2025-12-12 10:45:00+05:30,1516.1,1516.1,100,Rising Wedge,-303.21999999997206,-0.1998001998001814,stop_loss
APOLLOHOSP-EQ,2025-12-12 10:45:00+05:30,2025-12-12 10:45:00+05:30,7067.0,7067.0,41,Falling Wedge,-579.4939999999478,-0.19980019980018185,target
UPL-EQ,2025-12-12 10:45:00+05:30,2025-12-12 10:45:00+05:30,746.2,746.2,100,Rising Wedge,-149.2399999999907,-0.19980019980018734,stop_loss
INFY-EQ,2025-12-12 11:00:00+05:30,2025-12-12 11:00:00+05:30,1589.1,1589.1,100,Rising Wedge,-317.820000000007,-0.1998001998002042,stop_loss
BAJFINANCE-EQ,2025-12-12 11:00:00+05:30,2025-12-12 11:00:00+05:30,1018.4,1018.4,100,Symmetrical Triangle,-203.67999999999302,-0.19980019980019295,target
ONGC-EQ,2025-12-12 11:00:00+05:30,2025-12-12 11:00:00+05:30,237.18,237.18,100,Double Top,-47.43600000000151,-0.19980019980020616,stop_loss
TATAMOTORS-EQ,2025-12-12 11:00:00+05:30,2025-12-12 11:00:00+05:30,345.7,345.7,100,Rising Wedge,-69.13999999999942,-0.1998001998001981,stop_loss
DRREDDY-EQ,2025-12-12 11:00:00+05:30,2025-12-12 11:00:00+05:30,1270.7,1270.7,100,Rising Wedge,-254.14000000001397,-0.19980019980021077,stop_loss
BPCL-EQ,2025-12-12 09:15:00+05:30,2025-12-12 11:00:00+05:30,356.2,358.7,100,Double Bottom,178.50999999999476,0.500650388353911,target
APOLLOHOSP-EQ,2025-12-12 11:00:00+05:30,2025-12-12 11:00:00+05:30,7080.5,7080.5,34,Falling Wedge,-481.4739999999874,-0.1998001998001946,target
UPL-EQ,2025-12-12 11:00:00+05:30,2025-12-12 11:00:00+05:30,744.9,744.9,100,Rising Wedge,-148.98000000001048,-0.19980019980021385,stop_loss
TCS-EQ,2025-12-12 09:15:00+05:30,2025-12-12 11:15:00+05:30,3196.6,3203.2,100,Symmetrical Triangle,20.020000000018626,0.0062566476881745015,target
KOTAKBANK-EQ,2025-12-12 11:15:00+05:30,2025-12-12 11:15:00+05:30,2184.0,2184.0,100,Symmetrical Triangle,-436.79999999998836,-0.19980019980019448,stop_loss
ONGC-EQ,2025-12-12 11:15:00+05:30,2025-12-12 11:15:00+05:30,237.21,237.21,100,Double Top,-47.442000000002736,-0.1998001998002113,stop_loss
M&M-EQ,2025-12-12 11:15:00+05:30,2025-12-12 11:15:00+05:30,3685.0,3685.0,100,Rising Wedge,-737.0,-0.1998001998001998,stop_loss
TATAMOTORS-EQ,2025-12-12 11:15:00+05:30,2025-12-12 11:15:00+05:30,345.5,345.5,100,Rising Wedge,-69.10000000000582,-0.19980019980021663,stop_loss
BPCL-EQ,2025-12-12 11:15:00+05:30,2025-12-12 11:15:00+05:30,359.4,359.4,100,Double Bottom,-71.88000000000466,-0.1998001998002127,target
APOLLOHOSP-EQ,2025-12-12 11:15:00+05:30,2025-12-12 11:15:00+05:30,7068.0,7068.0,63,Falling Wedge,-890.5679999999702,-0.19980019980019312,target
UPL-EQ,2025-12-12 11:15:00+05:30,2025-12-12 11:15:00+05:30,743.2,743.2,100,Rising Wedge,-148.64000000001397,-0.19980019980021857,stop_loss
INFY-EQ,2025-12-12 11:30:00+05:30,2025-12-12 11:30:00+05:30,1589.2,1589.2,100,Symmetrical Triangle,-317.8400000000256,-0.19980019980021588,stop_loss
KOTAKBANK-EQ,2025-12-12 11:30:00+05:30,2025-12-12 11:30:00+05:30,2183.0,2183.0,100,Symmetrical Triangle,-436.5999999999767,-0.19980019980018918,stop_loss
ONGC-EQ,2025-12-12 11:30:00+05:30,2025-12-12 11:30:00+05:30,237.3,237.3,100,Double Top,-47.45999999999913,-0.19980019980019612,stop_loss
M&M-EQ,2025-12-12 11:30:00+05:30,2025-12-12 11:30:00+05:30,3684.9,3684.9,100,Rising Wedge,-736.9799999999814,-0.19980019980019476,stop_loss
TATAMOTORS-EQ,2025-12-12 11:30:00+05:30,2025-12-12 11:30:00+05:30,345.45,345.45,100,Rising Wedge,-69.08999999999651,-0.1998001998001897,stop_loss
TATASTEEL-EQ,2025-12-12 11:30:00+05:30,2025-12-12 11:30:00+05:30,170.58,170.58,100,Rising Wedge,-34.116000000001804,-0.19980019980021033,stop_loss
BPCL-EQ,2025-12-12 11:30:00+05:30,2025-12-12 11:30:00+05:30,359.2,359.2,100,Double Bottom,-71.83999999999651,-0.1998001998001901,target
UPL-EQ,2025-12-12 11:30:00+05:30,2025-12-12 11:30:00+05:30,742.85,742.85,100,Rising Wedge,-148.57000000000698,-0.19980019980020916,stop_loss
INFY-EQ,2025-12-12 11:45:00+05:30,2025-12-12 11:45:00+05:30,1591.0,1591.0,100,Symmetrical Triangle,-318.20000000001164,-0.19980019980020708,stop_loss
KOTAKBANK-EQ,2025-12-12 11:45:00+05:30,2025-12-12 11:45:00+05:30,2182.2,2182.2,100,Symmetrical Triangle,-436.4400000000023,-0.1998001998002009,stop_loss
ONGC-EQ,2025-12-12 11:45:00+05:30,2025-12-12 11:45:00+05:30,237.34,237.34,100,Double Top,-47.46800000000076,-0.19980019980020297,stop_loss
M&M-EQ,2025-12-12 11:45:00+05:30,2025-12-12 11:45:00+05:30,3681.1,3681.1,100,Rising Wedge,-736.2199999999721,-0.1998001998001922,stop_loss
TATASTEEL-EQ,2025-12-12 11:45:00+05:30,2025-12-12 11:45:00+05:30,170.72,170.72,100,Rising Wedge,-34.14400000000023,-0.19980019980020114,stop_loss
BPCL-EQ,2025-12-12 11:45:00+05:30,2025-12-12 11:45:00+05:30,359.1,359.1,100,Double Bottom,-71.82000000000698,-0.19980019980021924,target
UPL-EQ,2025-12-12 11:45:00+05:30,2025-12-12 11:45:00+05:30,743.6,743.6,100,Rising Wedge,-148.72000000000116,-0.19980019980020136,stop_loss
LT-EQ,2025-12-12 12:00:00+05:30,2025-12-12 12:00:00+05:30,4069.4,4069.4,41,Rising Wedge,-333.6907999999821,-0.19980019980018912,stop_loss
BAJFINANCE-EQ,2025-12-12 12:00:00+05:30,2025-12-12 12:00:00+05:30,1016.0,1016.0,100,Rising Wedge,-203.20000000001164,-0.19980019980021124,stop_loss
ONGC-EQ,2025-12-12 12:00:00+05:30,2025-12-12 12:00:00+05:30,237.38,237.38,100,Double Top,-47.47600000000239,-0.19980019980020983,stop_loss
TATAMOTORS-EQ,2025-12-12 12:00:00+05:30,2025-12-12 12:00:00+05:30,345.5,345.5,100,Rising Wedge,-69.10000000000582,-0.19980019980021663,stop_loss
TATASTEEL-EQ,2025-12-12 12:00:00+05:30,2025-12-12 12:00:00+05:30,170.54,170.54,100,Rising Wedge,-34.108000000000175,-0.19980019980020083,stop_loss
UPL-EQ,2025-12-12 12:00:00+05:30,2025-12-12 12:00:00+05:30,741.8,741.8,100,Rising Wedge,-148.35999999998603,-0.19980019980018102,stop_loss
LT-EQ,2025-12-12 12:15:00+05:30,2025-12-12 12:15:00+05:30,4073.2,4073.2,41,Rising Wedge,-334.0023999999976,-0.19980019980019836,stop_loss
BAJFINANCE-EQ,2025-12-12 12:15:00+05:30,2025-12-12 12:15:00+05:30,1015.8,1015.8,100,Rising Wedge,-203.1600000000035,-0.19980019980020322,stop_loss
TATAMOTORS-EQ,2025-12-12 12:15:00+05:30,2025-12-12 12:15:00+05:30,345.5,345.5,100,Symmetrical Triangle,-69.10000000000582,-0.19980019980021663,stop_loss
JSWSTEEL-EQ,2025-12-12 12:15:00+05:30,2025-12-12 12:15:00+05:30,1124.0,1124.0,100,Rising Wedge,-224.79999999998836,-0.19980019980018948,stop_loss
UPL-EQ,2025-12-12 12:15:00+05:30,2025-12-12 12:15:00+05:30,742.4,742.4,100,Rising Wedge,-148.48000000001048,-0.1998001998002139,stop_loss
BRITANNIA-EQ,2025-12-12 11:45:00+05:30,2025-12-12 12:15:00+05:30,5851.5,5860.5,100,Symmetrical Triangle,-271.20000000006985,-0.04630078969993005,target
KOTAKBANK-EQ,2025-12-12 12:30:00+05:30,2025-12-12 12:30:00+05:30,2180.1,2180.1,100,Descending Triangle,-436.0200000000186,-0.19980019980020836,stop_loss
LT-EQ,2025-12-12 12:30:00+05:30,2025-12-12 12:30:00+05:30,4075.3,4075.3,100,Rising Wedge,-815.0600000000559,-0.19980019980021352,stop_loss
NESTLEIND-EQ,2025-12-12 09:30:00+05:30,2025-12-12 12:30:00+05:30,1223.5,1235.6,100,Double Bottom,964.089999999982,0.787189924909567,target
TATAMOTORS-EQ,2025-12-12 12:30:00+05:30,2025-12-12 12:30:00+05:30,345.25,345.25,100,Symmetrical Triangle,-69.05000000000291,-0.19980019980020822,stop_loss
JSWSTEEL-EQ,2025-12-12 12:30:00+05:30,2025-12-12 12:30:00+05:30,1123.9,1123.9,100,Rising Wedge,-224.77999999999884,-0.19980019980019875,stop_loss
DIVISLAB-EQ,2025-12-12 12:30:00+05:30,2025-12-12 12:30:00+05:30,6430.0,6430.0,100,Symmetrical Triangle,-1286.0,-0.1998001998001998,stop_loss
ADANIENT-EQ,2025-12-12 12:30:00+05:30,2025-12-12 12:30:00+05:30,2282.4,2282.4,100,Rising Wedge,-456.4799999999814,-0.19980019980019165,stop_loss
UPL-EQ,2025-12-12 12:30:00+05:30,2025-12-12 12:30:00+05:30,742.05,742.05,100,Rising Wedge,-148.4100000000035,-0.19980019980020447,stop_loss
BRITANNIA-EQ,2025-12-12 12:30:00+05:30,2025-12-12 12:30:00+05:30,5872.5,5872.5,100,Symmetrical Triangle,-1174.5,-0.1998001998001998,target
KOTAKBANK-EQ,2025-12-12 12:45:00+05:30,2025-12-12 12:45:00+05:30,2180.0,2180.0,100,Descending Triangle,-436.0,-0.1998001998001998,stop_loss
LT-EQ,2025-12-12 12:45:00+05:30,2025-12-12 12:45:00+05:30,4079.9,4079.9,100,Rising Wedge,-815.9799999999814,-0.19980019980019526,stop_loss
BAJFINANCE-EQ,2025-12-12 12:45:00+05:30,2025-12-12 12:45:00+05:30,1017.0,1017.0,100,Rising Wedge,-203.39999999999418,-0.1998001998001941,stop_loss
M&M-EQ,2025-12-12 12:45:00+05:30,2025-12-12 12:45:00+05:30,3681.2,3681.2,100,Rising Wedge,-736.2399999999907,-0.19980019980019728,stop_loss
TATASTEEL-EQ,2025-12-12 12:45:00+05:30,2025-12-12 12:45:00+05:30,171.25,171.25,100,Rising Wedge,-34.25,-0.1998001998001998,stop_loss
JSWSTEEL-EQ,2025-12-12 12:45:00+05:30,2025-12-12 12:45:00+05:30,1125.3,1125.3,100,Rising Wedge,-225.05999999999767,-0.19980019980019773,stop_loss
DIVISLAB-EQ,2025-12-12 12:45:00+05:30,2025-12-12 12:45:00+05:30,6429.0,6429.0,100,Symmetrical Triangle,-1285.8000000000466,-0.19980019980020705,stop_loss
APOLLOHOSP-EQ,2025-12-12 12:45:00+05:30,2025-12-12 12:45:00+05:30,7080.5,7080.5,100,Rising Wedge,-1416.1000000000931,-0.19980019980021294,stop_loss
ADANIENT-EQ,2025-12-12 12:45:00+05:30,2025-12-12 12:45:00+05:30,2281.9,2281.9,100,Rising Wedge,-456.38000000000466,-0.19980019980020183,stop_loss
HDFCBANK-EQ,2025-12-12 13:00:00+05:30,2025-12-12 13:00:00+05:30,1000.8,1000.8,100,Rising Wedge,-200.1600000000035,-0.19980019980020328,stop_loss
WIPRO-EQ,2025-12-12 13:00:00+05:30,2025-12-12 13:00:00+05:30,260.04,260.04,100,Symmetrical Triangle,-52.00800000000163,-0.19980019980020605,target
TATASTEEL-EQ,2025-12-12 13:00:00+05:30,2025-12-12 13:00:00+05:30,171.41,171.41,100,Rising Wedge,-34.28199999999924,-0.19980019980019537,stop_loss
BRITANNIA-EQ,2025-12-12 12:45:00+05:30,2025-12-12 13:00:00+05:30,5870.0,5875.0,100,Symmetrical Triangle,-674.5,-0.1147915117250722,target
MARUTI-EQ,2025-12-12 13:15:00+05:30,2025-12-12 13:15:00+05:30,16498.0,16498.0,1,Rising Wedge,-32.995999999999185,-0.19980019980019487,stop_loss
TATASTEEL-EQ,2025-12-12 13:15:00+05:30,2025-12-12 13:15:00+05:30,171.54,171.54,100,Rising Wedge,-34.307999999997264,-0.19980019980018388,stop_loss
TATASTEEL-EQ,2025-12-12 13:30:00+05:30,2025-12-12 13:30:00+05:30,171.55,171.55,100,Rising Wedge,-34.30999999999767,-0.19980019980018626,stop_loss
TATAMOTORS-EQ,2025-12-12 12:45:00+05:30,2025-12-12 13:45:00+05:30,346.45,348.0,100,Falling Wedge,85.55500000000029,0.2467009105773727,target
TATASTEEL-EQ,2025-12-12 13:45:00+05:30,2025-12-12 13:45:00+05:30,171.47,171.47,100,Rising Wedge,-34.29400000000169,-0.19980019980020963,stop_loss
TATASTEEL-EQ,2025-12-12 14:00:00+05:30,2025-12-12 14:00:00+05:30,171.71,171.71,100,Rising Wedge,-34.341999999996915,-0.19980019980018188,stop_loss
TATASTEEL-EQ,2025-12-12 14:15:00+05:30,2025-12-12 14:15:00+05:30,171.77,171.77,100,Rising Wedge,-34.35399999999936,-0.19980019980019606,stop_loss
BPCL-EQ,2025-12-12 14:15:00+05:30,2025-12-12 14:15:00+05:30,363.0,363.0,54,Rising Wedge,-39.203999999997905,-0.19980019980018912,stop_loss
LT-EQ,2025-12-12 14:30:00+05:30,2025-12-12 14:30:00+05:30,4079.9,4079.9,4,Rising Wedge,-32.63920000000144,-0.1998001998002086,stop_loss
