symbol,entry_time,exit_time,entry_price,exit_price,quantity,pattern,pnl,pnl_pct,exit_reason
TATACONSUM-EQ,2025-12-04 12:41:00+05:30,2025-12-04 12:41:00+05:30,1139.4,1139.4,100,Double Top,-227.88000000000466,-0.19980019980020383,stop_loss
APOLLOHOSP-EQ,2025-12-04 12:41:00+05:30,2025-12-04 12:41:00+05:30,7196.5,7196.5,100,Double Top,-1439.3000000000466,-0.19980019980020627,stop_loss
UPL-EQ,2025-12-04 12:41:00+05:30,2025-12-04 12:41:00+05:30,752.8,752.8,100,Double Top,-150.55999999999767,-0.19980019980019673,stop_loss
HDFCLIFE-EQ,2025-12-04 12:41:00+05:30,2025-12-04 12:41:00+05:30,753.95,753.95,100,Double Top,-150.79000000000815,-0.1998001998002106,stop_loss
TCS-EQ,2025-12-04 12:42:00+05:30,2025-12-04 12:42:00+05:30,3234.7,3234.7,100,Double Top,-646.9399999999441,-0.19980019980018254,stop_loss
SBIN-EQ,2025-12-04 12:42:00+05:30,2025-12-04 12:42:00+05:30,945.4,945.4,100,Double Top,-189.0799999999872,-0.19980019980018626,stop_loss
KOTAKBANK-EQ,2025-12-04 12:42:00+05:30,2025-12-04 12:42:00+05:30,2126.0,2126.0,100,Double Top,-425.20000000001164,-0.19980019980020527,stop_loss
TITAN-EQ,2025-12-04 12:42:00+05:30,2025-12-04 12:42:00+05:30,3800.4,3800.4,100,Double Top,-760.0799999999581,-0.1998001998001888,stop_loss
NTPC-EQ,2025-12-04 12:42:00+05:30,2025-12-04 12:42:00+05:30,323.1,323.1,100,Double Top,-64.62000000000262,-0.19980019980020786,stop_loss
BAJAJFINSV-EQ,2025-12-04 12:42:00+05:30,2025-12-04 12:42:00+05:30,2044.4,2044.4,100,Double Top,-408.88000000000466,-0.19980019980020206,stop_loss
JSWSTEEL-EQ,2025-12-04 12:42:00+05:30,2025-12-04 12:42:00+05:30,1146.7,1146.7,100,Double Top,-229.3399999999965,-0.19980019980019675,stop_loss
HINDALCO-EQ,2025-12-04 12:42:00+05:30,2025-12-04 12:42:00+05:30,816.45,816.45,100,Double Top,-163.29000000000815,-0.19980019980020977,stop_loss
BPCL-EQ,2025-12-04 12:42:00+05:30,2025-12-04 12:42:00+05:30,354.45,354.45,100,Double Top,-70.88999999999942,-0.19980019980019814,stop_loss
DIVISLAB-EQ,2025-12-04 12:42:00+05:30,2025-12-04 12:42:00+05:30,6475.5,6475.5,100,Double Top,-1295.1000000000931,-0.19980019980021416,stop_loss
TATACONSUM-EQ,2025-12-04 12:42:00+05:30,2025-12-04 12:42:00+05:30,1139.5,1139.5,100,Double Top,-227.89999999999418,-0.19980019980019467,stop_loss
UPL-EQ,2025-12-04 12:42:00+05:30,2025-12-04 12:42:00+05:30,752.1,752.1,100,Double Top,-150.4200000000128,-0.1998001998002168,stop_loss
BRITANNIA-EQ,2025-12-04 12:42:00+05:30,2025-12-04 12:42:00+05:30,5856.0,5856.0,100,Double Top,-1171.1999999999534,-0.19980019980019187,stop_loss
SBILIFE-EQ,2025-12-04 12:42:00+05:30,2025-12-04 12:42:00+05:30,2001.2,2001.2,100,Double Top,-400.2399999999907,-0.19980019980019517,stop_loss
HDFCLIFE-EQ,2025-12-04 12:42:00+05:30,2025-12-04 12:42:00+05:30,753.95,753.95,100,Double Top,-150.79000000000815,-0.1998001998002106,stop_loss
TCS-EQ,2025-12-04 12:43:00+05:30,2025-12-04 12:43:00+05:30,3234.3,3234.3,100,Double Top,-646.859999999986,-0.1998001998001955,stop_loss
HDFCBANK-EQ,2025-12-04 12:43:00+05:30,2025-12-04 12:43:00+05:30,996.8,996.8,100,Double Top,-199.35999999998603,-0.1998001998001858,stop_loss
