symbol,entry_time,exit_time,direction,entry_price,exit_price,quantity,pnl,exit_reason
RELIANCE-EQ,2024-11-19 14:50:00+05:30,2024-11-19 15:10:00+05:30,SHORT,1254.6,1238.6,125,2000.0,Take Profit
HDFCBANK-EQ,2024-11-12 12:45:00+05:30,2024-11-12 15:10:00+05:30,SHORT,860.5,857.73,220,609.399999999996,End of Day
HDFCBANK-EQ,2024-11-13 14:20:00+05:30,2024-11-13 14:30:00+05:30,SHORT,848.55,845.5899999999999,693,2051.280000000025,Take Profit
HDFCBANK-EQ,2024-11-13 14:35:00+05:30,2024-11-13 14:40:00+05:30,SHORT,845.5,844.9000000000001,3488,2092.7999999996828,Take Profit
HDFCBANK-EQ,2024-11-13 14:50:00+05:30,2024-11-13 14:55:00+05:30,SHORT,843.8,843.95,7116,-1067.4000000006472,Stop Loss
HDFCBANK-EQ,2024-11-13 15:00:00+05:30,2024-11-13 15:10:00+05:30,SHORT,837.1,841.25,254,-1054.0999999999942,Stop Loss
HDFCBANK-EQ,2024-11-19 15:05:00+05:30,2024-11-19 15:10:00+05:30,LONG,872.58,871.58,1046,-1046.0,Stop Loss
HDFCBANK-EQ,2024-11-27 14:35:00+05:30,2024-11-27 14:40:00+05:30,LONG,903.75,904.95,1726,2071.2000000000785,Take Profit
HDFCBANK-EQ,2024-11-27 15:00:00+05:30,2024-11-27 15:05:00+05:30,LONG,905.55,904.78,1372,-1056.439999999975,Stop Loss
INFY-EQ,2024-11-22 15:00:00+05:30,2024-11-22 15:05:00+05:30,LONG,1901.35,1906.9499999999998,373,2088.799999999966,Take Profit
INFY-EQ,2024-11-28 12:30:00+05:30,2024-11-28 14:10:00+05:30,SHORT,1868.05,1858.1499999999999,215,2128.5000000000196,Take Profit
INFY-EQ,2024-11-28 14:15:00+05:30,2024-11-28 14:25:00+05:30,SHORT,1856.55,1858.9,463,-1088.0500000000632,Stop Loss
INFY-EQ,2024-11-28 14:30:00+05:30,2024-11-28 15:10:00+05:30,SHORT,1859.0,1855.55,398,1373.100000000018,End of Day
ICICIBANK-EQ,2024-11-12 14:20:00+05:30,2024-11-12 14:25:00+05:30,SHORT,1269.55,1264.55,436,2180.0,Take Profit
ICICIBANK-EQ,2024-11-13 14:35:00+05:30,2024-11-13 14:40:00+05:30,SHORT,1258.95,1259.0,22256,-1112.799999998988,Stop Loss
ICICIBANK-EQ,2024-11-13 14:50:00+05:30,2024-11-13 14:55:00+05:30,SHORT,1255.05,1252.3499999999997,816,2203.2000000002226,Take Profit
ICICIBANK-EQ,2024-11-13 15:00:00+05:30,2024-11-13 15:10:00+05:30,SHORT,1252.3,1252.45,416,-62.400000000037835,End of Day
HINDUNILVR-EQ,2024-11-11 14:10:00+05:30,2024-11-11 14:30:00+05:30,SHORT,2480.85,2486.05,215,-1118.0000000000587,Stop Loss
HINDUNILVR-EQ,2024-11-14 12:45:00+05:30,2024-11-14 13:05:00+05:30,SHORT,2400.0,2386.8,168,2217.5999999999694,Take Profit
HINDUNILVR-EQ,2024-11-14 15:05:00+05:30,2024-11-14 15:10:00+05:30,SHORT,2394.35,2393.0499999999997,1744,2267.2000000003172,Take Profit
HINDUNILVR-EQ,2024-11-21 15:00:00+05:30,2024-11-21 15:05:00+05:30,SHORT,2379.2,2384.85,204,-1152.6000000000186,Stop Loss
BHARTIARTL-EQ,2024-11-12 14:30:00+05:30,2024-11-12 14:35:00+05:30,SHORT,1562.5,1565.9,336,-1142.4000000000306,Stop Loss
BHARTIARTL-EQ,2024-11-12 15:00:00+05:30,2024-11-12 15:05:00+05:30,SHORT,1559.9,1557.5000000000005,944,2265.5999999996566,Take Profit
BHARTIARTL-EQ,2024-11-13 15:05:00+05:30,2024-11-13 15:10:00+05:30,SHORT,1548.75,1547.65,316,347.59999999997126,End of Day
BHARTIARTL-EQ,2024-11-22 14:00:00+05:30,2024-11-22 14:05:00+05:30,LONG,1563.95,1562.25,682,-1159.400000000031,Stop Loss
BHARTIARTL-EQ,2024-11-22 14:30:00+05:30,2024-11-22 15:10:00+05:30,LONG,1566.15,1570.0,186,716.0999999999831,End of Day
BHARTIARTL-EQ,2024-11-27 12:25:00+05:30,2024-11-27 12:30:00+05:30,LONG,1575.45,1577.95,924,2310.0,Take Profit
BHARTIARTL-EQ,2024-11-27 12:35:00+05:30,2024-11-27 12:55:00+05:30,LONG,1578.9,1575.4,336,-1176.0,Stop Loss
BHARTIARTL-EQ,2024-11-27 14:30:00+05:30,2024-11-27 14:35:00+05:30,LONG,1578.5,1577.1,833,-1166.2000000000758,Stop Loss
BHARTIARTL-EQ,2024-11-29 12:10:00+05:30,2024-11-29 12:20:00+05:30,LONG,1624.75,1623.85,1283,-1154.7000000001167,Stop Loss
BHARTIARTL-EQ,2024-11-29 12:35:00+05:30,2024-11-29 12:45:00+05:30,LONG,1634.85,1633.3,737,-1142.3499999999665,Stop Loss
BHARTIARTL-EQ,2024-11-29 12:50:00+05:30,2024-11-29 12:55:00+05:30,LONG,1635.55,1640.2499999999998,481,2260.6999999999125,Take Profit
BHARTIARTL-EQ,2024-11-29 14:00:00+05:30,2024-11-29 14:10:00+05:30,LONG,1644.95,1642.95,577,-1154.0,Stop Loss
